filename,greedy___hse,greedy_ku__hse,greedy_kv__hse,greedy_ku_kv__hse,greedy_ke__hse,greedy_ku_ke__hse,greedy_kv_ke__hse,greedy_ku_kv_ke__hse,adaptivegreedy___hse,adaptivegreedy_ku__hse,adaptivegreedy_kv__hse,adaptivegreedy_ku_kv__hse,adaptivegreedy_ke__hse,adaptivegreedy_ku_ke__hse,adaptivegreedy_kv_ke__hse,adaptivegreedy_ku_kv_ke__hse,vc___hse,vc_ku__hse,vc_kv__hse,vc_ku_kv__hse,vc_ke__hse,vc_ku_ke__hse,vc_kv_ke__hse,vc_ku_kv_ke__hse
exact_031.hgr,0.0241284370422363,0.0614244937896728,0.0368523597717285,0.0446975231170654,0.0988974571228027,0.0482089519500732,0.1251974105834961,0.0384168624877929,0.0275385379791259,0.0133395195007324,0.0349910259246826,0.0328996181488037,0.0342211723327636,0.0257303714752197,0.0557024478912353,0.0562994480133056,0.1423370838165283,0.0838062763214111,0.4117372035980224,0.2750000953674316,0.2545714378356933,0.1527245044708252,0.1367087364196777,0.2681698799133301
exact_032.hgr,0.0398533344268798,0.0268704891204834,0.0311684608459472,0.0425474643707275,0.0483508110046386,0.0713088512420654,0.0902740955352783,0.0378832817077636,0.0221552848815917,0.0354933738708496,0.050586462020874,0.0296804904937744,0.0321643352508544,0.0263090133666992,0.0478973388671875,0.0514543056488037,0.1376512050628662,0.1883561611175537,0.31646728515625,0.1188495159149169,0.246692419052124,0.115915298461914,0.147623062133789,0.1235918998718261
exact_033.hgr,0.034386396408081,0.029592752456665,0.0951921939849853,0.113147497177124,0.0381431579589843,0.0665459632873535,0.2080926895141601,0.1072990894317627,0.0467898845672607,0.0200922489166259,0.0974316596984863,0.0939071178436279,0.0314595699310302,0.0313272476196289,0.1289343833923339,0.129643440246582,0.1707813739776611,0.0653345584869384,0.2667629718780517,0.2177624702453613,0.1600544452667236,0.1585774421691894,0.1682658195495605,0.2275657653808593
exact_034.hgr,0.0491371154785156,0.0222396850585937,0.0620989799499511,0.0700526237487793,0.0363092422485351,0.0510461330413818,0.1193540096282959,0.0850074291229248,0.0304148197174072,0.0358424186706543,0.0251979827880859,0.0420701503753662,0.0411844253540039,0.0296978950500488,0.044884443283081,0.047471284866333,0.0886790752410888,0.1494388580322265,0.173030138015747,0.171598196029663,0.1710076332092285,0.1999757289886474,0.2207672595977783,0.3540024757385254
exact_035.hgr,0.0443158149719238,0.0227351188659667,0.0593655109405517,0.1273360252380371,0.084766149520874,0.0492632389068603,0.1121559143066406,0.0977981090545654,0.0271520614624023,0.0217599868774414,0.0569596290588378,0.0753531455993652,0.0433433055877685,0.0376851558685302,0.0740528106689453,0.0994043350219726,0.1021945476531982,0.0468003749847412,0.359400987625122,0.115363597869873,0.2490897178649902,0.1138503551483154,0.2076466083526611,0.1143577098846435
exact_036.hgr,0.0554430484771728,0.0306975841522216,0.0726306438446044,0.042510986328125,0.073843240737915,0.1383399963378906,0.0521216392517089,0.101658821105957,0.0244679450988769,0.0204768180847167,0.0337536334991455,0.0512473583221435,0.0291051864624023,0.0388085842132568,0.0742013454437255,0.0900430679321289,0.2199010848999023,0.1822741031646728,0.1582217216491699,0.1886396408081054,0.3046667575836181,0.3796260356903076,0.1429147720336914,0.2251338958740234
exact_037.hgr,0.1960361003875732,0.168766975402832,0.1781129837036132,0.2316234111785888,0.2197444438934326,0.435420274734497,0.4172346591949463,0.2916302680969238,0.0560994148254394,0.0365846157073974,0.0402014255523681,0.0409040451049804,0.1021041870117187,0.2117147445678711,0.1300077438354492,0.1287450790405273,0.853569507598877,1.0279219150543213,1.578695297241211,1.3224754333496094,1.1281356811523438,1.098073959350586,0.9497947692871094,0.8298361301422119
exact_038.hgr,0.082082986831665,0.03652024269104,0.0367400646209716,0.0953953266143798,0.0444893836975097,0.1082892417907714,0.1331973075866699,0.0461668968200683,0.0402686595916748,0.0282759666442871,0.0220108032226562,0.0334630012512207,0.0356407165527343,0.053856611251831,0.0803320407867431,0.0578687191009521,0.202911376953125,0.0686204433441162,0.2033731937408447,0.3749794960021972,0.2606806755065918,0.203622817993164,0.214357852935791,0.1026179790496826
exact_039.hgr,0.1514666080474853,0.1884539127349853,0.1656911373138427,0.2080981731414795,0.2203171253204345,0.3970913887023926,0.3868191242218017,0.307905912399292,0.0291767120361328,0.0221097469329834,0.060460090637207,0.0328798294067382,0.1145150661468505,0.1345298290252685,0.1709887981414795,0.135331392288208,0.9739174842834472,0.6084914207458496,0.900266170501709,1.126840114593506,0.9956505298614502,0.9437627792358398,0.906090259552002,0.925997257232666
exact_040.hgr,0.4148628711700439,0.4759981632232666,0.4697034358978271,0.5123641490936279,0.6589436531066895,0.9624848365783693,0.8525383472442627,0.6900327205657959,0.0436015129089355,0.0415432453155517,0.0595102310180664,0.0543489456176757,0.3789892196655273,0.3308744430541992,0.3236002922058105,0.3017632961273193,3.0992624759674072,3.008683681488037,2.4449026584625244,2.9253406524658203,3.0608224868774414,2.957638740539551,2.9889304637908936,2.5073022842407227
exact_041.hgr,0.0242586135864257,0.0223057270050048,0.0609631538391113,0.1457357406616211,0.0417351722717285,0.0404787063598632,0.127237319946289,0.0711450576782226,0.0263812541961669,0.0212950706481933,0.0728187561035156,0.0734541416168212,0.0426616668701171,0.0371830463409423,0.1298558712005615,0.1089575290679931,0.3507037162780761,0.0464048385620117,0.1425025463104248,0.2657845020294189,0.3802394866943359,0.0977394580841064,0.2283558845520019,0.3004279136657715
exact_042.hgr,0.0321521759033203,0.0290687084197998,0.0308296680450439,0.0465400218963623,0.0239014625549316,0.1141083240509033,0.1385221481323242,0.0819015502929687,0.0412030220031738,0.0362515449523925,0.054492712020874,0.0341277122497558,0.0367603302001953,0.0341114997863769,0.0374443531036376,0.0287892818450927,0.1261208057403564,0.2112550735473632,0.148207426071167,0.3172552585601806,0.1782562732696533,0.1834330558776855,0.1437013149261474,0.1199932098388671
exact_043.hgr,0.0264372825622558,0.0359888076782226,0.0244107246398925,0.0599532127380371,0.1025547981262207,0.1351187229156494,0.1898846626281738,0.0280754566192626,0.0254607200622558,0.0242784023284912,0.024604320526123,0.0298893451690673,0.0220816135406494,0.0232191085815429,0.0498480796813964,0.0260515213012695,0.0478439331054687,0.1233222484588623,0.1847870349884033,0.1713831424713134,0.1770527362823486,0.1858057975769043,0.1342191696166992,0.1267111301422119
exact_044.hgr,0.0854649543762207,0.0723512172698974,0.1279029846191406,0.1720583438873291,0.1113929748535156,0.1937048435211181,0.2289881706237793,0.1095590591430664,0.0395998954772949,0.0371782779693603,0.0387005805969238,0.031013011932373,0.061202049255371,0.059356689453125,0.1071598529815673,0.0484416484832763,0.8509805202484131,0.7870461940765381,0.7418041229248047,0.6803498268127441,0.7546567916870117,0.7522590160369873,0.710282564163208,0.8738183975219727
exact_045.hgr,0.2107460498809814,0.1963722705841064,0.2304317951202392,0.2558600902557373,0.2429194450378418,0.3814096450805664,0.5093131065368652,0.332932710647583,0.0335111618041992,0.02667236328125,0.0529074668884277,0.0443365573883056,0.135775089263916,0.1443245410919189,0.2000942230224609,0.1945917606353759,1.668152093887329,1.1227924823760986,1.2064523696899414,1.8722681999206543,1.32619309425354,1.5894978046417236,1.089503049850464,1.269268274307251
exact_046.hgr,0.0305356979370117,0.0421192646026611,0.0580523014068603,0.0849959850311279,0.0789461135864257,0.0472645759582519,0.2020812034606933,0.1132905483245849,0.0289978981018066,0.0212612152099609,0.0284113883972167,0.0247256755828857,0.0303068161010742,0.0280203819274902,0.0372345447540283,0.0564479827880859,0.2867212295532226,0.1057765483856201,0.1021811962127685,0.2134652137756347,0.0573737621307373,0.1118221282958984,0.0837488174438476,0.1005582809448242
exact_047.hgr,0.019486665725708,0.0229253768920898,0.1350185871124267,0.1017608642578125,0.0484588146209716,0.0341370105743408,0.1993739604949951,0.1038818359375,0.0239577293395996,0.0403840541839599,0.0949440002441406,0.0943269729614257,0.0408999919891357,0.0440399646759033,0.1114821434020996,0.0972309112548828,0.2559771537780761,0.061359167098999,0.3295636177062988,0.1711986064910888,0.0585052967071533,0.1811885833740234,0.3124411106109619,0.2188386917114257
exact_048.hgr,0.0488133430480957,0.0230722427368164,0.0617849826812744,0.0632603168487548,0.0546631813049316,0.0676066875457763,0.060779333114624,0.0268299579620361,0.0205371379852294,0.0184588432312011,0.032405138015747,0.0226039886474609,0.0259194374084472,0.0358369350433349,0.0586333274841308,0.0311157703399658,0.1107714176177978,0.0700538158416748,0.2605881690979004,0.06907320022583,0.0776252746582031,0.0897161960601806,0.1254076957702636,0.129826545715332
