filename,greedy__super_simple
200_0000.hgr,0.0239527225494384
200_0001.hgr,0.0238251686096191
200_0002.hgr,0.0183219909667968
200_0003.hgr,0.0244271755218505
200_0004.hgr,0.0400397777557373
200_0005.hgr,0.0130257606506347
200_0006.hgr,0.0514264106750488
200_0007.hgr,0.0334885120391845
200_0008.hgr,0.0693843364715576
200_0009.hgr,0.0485479831695556
200_0010.hgr,0.0361104011535644
200_0011.hgr,0.0930554866790771
200_0012.hgr,0.0441255569458007
200_0013.hgr,0.0242164134979248
200_0014.hgr,0.0928125381469726
200_0015.hgr,0.0492870807647705
200_0016.hgr,0.0385804176330566
200_0017.hgr,0.0942280292510986
200_0018.hgr,0.0516111850738525
200_0019.hgr,0.0230584144592285
200_0020.hgr,0.0796880722045898
200_0021.hgr,0.0350890159606933
200_0022.hgr,0.0290923118591308
200_0023.hgr,0.0872189998626709
200_0024.hgr,0.0557241439819335
200_0025.hgr,0.0482313632965087
200_0026.hgr,0.0905423164367675
200_0027.hgr,0.0624659061431884
200_0028.hgr,0.0321443080902099
200_0029.hgr,0.0973827838897705
200_0030.hgr,0.0486853122711181
200_0031.hgr,0.035928726196289
200_0032.hgr,0.1164965629577636
200_0033.hgr,0.0303184986114501
200_0034.hgr,0.0737621784210205
200_0035.hgr,0.0462243556976318
200_0036.hgr,0.1144831180572509
200_0037.hgr,0.0619444847106933
200_0038.hgr,0.0378825664520263
200_0039.hgr,0.1216797828674316
200_0040.hgr,0.0303163528442382
200_0041.hgr,0.0608632564544677
200_0042.hgr,0.1002020835876464
200_0043.hgr,0.0485081672668457
200_0044.hgr,0.031158447265625
200_0045.hgr,0.0896029472351074
200_0046.hgr,0.0401766300201416
200_0047.hgr,0.026346206665039
200_0048.hgr,0.0793755054473877
200_0049.hgr,0.0328660011291503
200_0050.hgr,0.0169150829315185
200_0051.hgr,0.0631113052368164
200_0052.hgr,0.0259597301483154
200_0053.hgr,0.01857590675354
200_0054.hgr,0.0564665794372558
200_0055.hgr,0.0273745059967041
200_0056.hgr,0.0179142951965332
200_0057.hgr,0.0478813648223876
200_0058.hgr,0.0274455547332763
200_0059.hgr,0.0198738574981689
200_0060.hgr,0.0507678985595703
200_0061.hgr,0.0273959636688232
200_0062.hgr,0.0191848278045654
200_0063.hgr,0.0506365299224853
200_0064.hgr,0.0277025699615478
200_0065.hgr,0.0254819393157959
200_0066.hgr,0.0578761100769043
200_0067.hgr,0.0339884757995605
200_0068.hgr,0.023402452468872
200_0069.hgr,0.0576217174530029
200_0070.hgr,0.0324311256408691
200_0071.hgr,0.0224092006683349
200_0072.hgr,0.0614097118377685
200_0073.hgr,0.0339195728302001
200_0074.hgr,0.0240731239318847
200_0075.hgr,0.0615131855010986
200_0076.hgr,0.0341839790344238
200_0077.hgr,0.0205793380737304
200_0078.hgr,0.0590229034423828
200_0079.hgr,0.0275723934173584
200_0080.hgr,0.0177850723266601
200_0081.hgr,0.0564658641815185
200_0082.hgr,0.0263044834136962
200_0083.hgr,0.0187957286834716
200_0084.hgr,0.0508933067321777
200_0085.hgr,0.0248191356658935
200_0086.hgr,0.0158965587615966
200_0087.hgr,0.0477280616760253
200_0088.hgr,0.0239319801330566
200_0089.hgr,0.0170614719390869
200_0090.hgr,0.047398567199707
200_0091.hgr,0.0271263122558593
200_0092.hgr,0.0202956199645996
200_0093.hgr,0.0527517795562744
200_0094.hgr,0.0166552066802978
200_0095.hgr,0.0348305702209472
200_0096.hgr,0.0518057346343994
200_0097.hgr,0.0271670818328857
200_0098.hgr,0.0473549365997314
200_0099.hgr,0.0761475563049316
AVERAGE,0.0451183199882507
